Product Name,Product Description,Category,Energy,Saturated fat,Carbohydrate,Sugar,Salt
Pipers Upton Cheyney Jalape?o & Dill Crisps 150g,Jalapeno & Dill Flavour Potato Crisps,crisps,2145,2.5,55.2,1.7,0.75
Walkers Roast Chicken Crisps 45g,Roast Chicken Flavour Potato Crisps,crisps,513,2.4,54,1.4,1.2
Walkers Smoky Bacon Crisps 45g,Smoky Bacon Flavour Potato Crisps,crisps,514,2.4,55,4.5,1.2
Walkers Oven Baked Prawn Cocktail Flavoured Crisp Snacks 37.5g,Prawn Cocktail Flavour Baked Potato Snack with Sugar and Sweetener,crisps,440,1.3,71.3,4.7,0.83
Walkers Max Strong Hot Chicken Wings Crisps 50g,Hot Chicken Wings Flavour Ridged Potato Crisps,crisps,532,2.7,51.1,3.2,1.35
Jacob's Mini Cheddars Original x6 25g,Cheese Snack Biscuits,crisps,516,11.6,50.3,4.6,2.6
"Just Snax Tortilla Chips, Basics 200g",Salted Tortilla Chips,crisps,480,1.9,64.6,0.5,0.9
Walkers Quavers Cheese Multipack Snacks 6x16g,Cheese Flavour Potato Snack,crisps,536,2.7,62.1,2.7,2.14
Walkers Wotsits Really Cheesy Multipack Snacks 6x16.5g,Really Cheesy Flavour Corn Puffs,crisps,494,2.9,46.2,7.2,1.58
Walkers Baked Sea Salt Mulitpack Snacks 6x25g,6 x Sea Salt Baked Potato Snack,crisps,436,1.2,69,5.8,1.18
Jacob's Mini Cheddars Red Leicester x6 25g,Cheese Snack Biscuits with Red Leicester Cheese Flavour,crisps,526,11.6,51.1,4.1,2.6
Smiths Frazzles Crispy Bacon Multipack Snacks 6x18g,Crispy Bacon Flavour Corn Snack,crisps,467,1.4,65.9,2.2,2.43
Jacob's Mini Cheddars Original x12 25g,Cheese Snack Biscuits,crisps,516,11.6,50.3,4.6,2.6
Walkers Sunbites Sweet Chilli Mulitpack Snacks 6x25g,Sun Ripened Sweet Chilli Flavour Wholegrain Snack,crisps,478,2.2,61.7,10.4,0.6
Walkers Quavers Cheese Multipack Snacks 12x16g,Cheese Flavour Potato Snack,crisps,536,2.7,62.1,2.7,2.14
Walkers Squares Salt & Vinegar Multipack Snacks 6x22g,Salt & Vinegar Flavour Potato Snack,crisps,443,1.5,61,3.5,2.2
Skips Prawn Cocktail 6x13.1g,Prawn Cocktail Flavour Tapioca Snack,crisps,543,3.1,57,6.5,2.2
Walkers Wotsits Really Cheesy Multipack Snacks 12x16.5g,Really Cheesy Flavour Corn Puffs,crisps,494,2.9,46.2,7.2,1.58
Sainsbury's Tortilla Chips Salted 200g,Salted maize snacks,crisps,491,1.9,62.7,0.5,0.8
Walkers Baked Cheese & Onion Mulitpack Snacks 6x25g,6 x Cheese & Onion Flavour Baked Potato Snack,crisps,436,1.3,68.6,7.6,0.94
Snack a Jacks Salt & Vinegar Multipack Rice Cakes Pack x5,Salt & Vinegar Flavour Crispy Rice and Corn Snack,crisps,408,1.1,73.8,3,1.43
Sensations Lime & Coriander Chutney Poppadoms 82.5g,Lime and Coriander Chutney Flavour Potato and Gram Flour Snack,crisps,487,2.5,58.2,2.6,3
Walkers Baked Variety Mulitpack Snacks 6x25g,"2 x Cheese & Onion Flavour Baked Potato Snack
2 x Sea Salt Baked Potato Snack
2 x Salt & Malt Vinegar Flavour Baked Potato Snack",crisps,436,1.3,68.6,7.6,0.94
Sunbites Sour Cream Mulitpack Snacks 6x25g,Sour Cream and Cracked Black Pepper Flavour Wholegrain Snack,crisps,476,2.2,60.9,8.9,1.2
Walkers French Fries Variety Multipack Snacks 12x18g,"4 x Ready Salted Flavour Crispy Potato Snack
4 x Cheese & Onion Flavour Crispy Potato Snack
4 x Salt & Vinegar Flavour Crispy Potato Snack",crisps,434,1.4,65,1.1,2.5
Eat Real Lentil Chips Sea Salt Flavour 113g,Lentil-based snack.,crisps,478,1.7,62.1,0.6,2.4
Jacob's Mini Cheddars Red Leicester x12 300g,Cheese Snack Biscuits with Red Leicester Cheese Flavour,crisps,526,11.6,51.1,4.1,2.6
Sainsbury's Mild Salsa 200g,"Tomato, onion and jalape?o chilli with parsley and garlic",crisps,57,0.2,7.9,6.2,0.47
Sainsbury's Onion Rings 125g,Onion flavour maize and wheat semolina snacks,crisps,508,2.7,57.5,7.4,1.56
Sainsbury's Bacon Crispies 140g,"Bacon flavour rice, maize and potato snacks",crisps,492,2.4,59.5,2,1.53
Smiths Chipsticks Salt & Vinegar Multipack Snacks 6x17g,Salt & Vinegar Flavour Maize & Potato Snack,crisps,486,1.7,63.3,0.7,2.52
Walkers Squares Variety Multipack Snacks 12x22g,"Ready Salted Flavour Potato Snack
Cheese & Onion Flavour Potato Snack
Salt & Vinegar Flavour Potato Snack",crisps,443,1.5,61,3.5,2.2
Walkers Monster Munch Pickled Onion Multipack Snacks 6x20g,Pickled Onion Flavour Baked Corn Snacks,crisps,492,2.1,60,3,1.55
Walkers Baked Salt & Vinegar Mulitpack Snacks 6x25g,6 x Salt & Malt Vinegar Flavour Baked Potato Snack,crisps,432,1.3,68,6.3,0.91
Sainsbury's Cheese Balls 140g,Cheese Flavour Maize and Potato Snacks,crisps,504,3.6,61.7,7.6,1.29
Walkers Quavers Prawn Cocktail Multipack Snacks x6 16g,Prawn Cocktail Flavour Potato Snack with Sugar and Sweetener,crisps,524,2.5,64,1.7,1.84
Wheat Crunchies Bacon 6x23g,Crispy Bacon Flavour Crunchy Wheat Snacks,crisps,495,2.4,57,3.6,1.8
Sensations Mango & Chilli Chutney Poppadoms 82.5g,Mango and Red Chilli Chutney Flavour Potato and Gram Flour Snack,crisps,488,2.5,59.4,5.2,2.8
Doritos Variety Multipack Tortilla Chips 12x30g,"Tangy Cheese Flavour Corn Chips
Cool Original Flavour Corn Chips
Chilli Heatwave Flavour Corn Chips",crisps,499,2.5,57,2.7,1.2
Sainsbury?s Salt & Vinegar Crunchy Sticks 140g,Salt and Vinegar Flavour Maize and Potato Snacks,crisps,485,2.3,61,2,2.45
Off the Eaten Path Balsamic Vinegar Bean Sticks 100g,"A mix of Pinto Bean, Green Pea, and White Bean Potato Sticks with Caramelised Onion & Balsamic Vinegar Flavour.",crisps,443,1.8,59,5,2
Doritos Chilli Heatwave Multipack Tortilla Chips 5pk,Chilli Heatwave Flavour Corn Chips,crisps,497,3,59.3,6.1,1.35
Sainsbury's Onion Rings 6x19g,Onion flavour maize and wheat semolina snacks,crisps,508,2.7,57.5,7.4,1.56
Doritos Tangy Cheese Multipack Tortilla Chips 5x30g,Tangy Cheese Flavour Corn Chips,crisps,501,3.4,57.5,2.7,1.19
Sainsbury's Cheese Puffs 6x17g,Cheese Flavour Maize Snacks,crisps,534,6,56.2,10.2,2
Sainsbury's Bacon Crispies 6x20g,"Bacon Flavour Maize, Rice and Potato Snacks",crisps,492,2.4,59.5,2,1.53
Walkers Monster Munch Roast Beef Multipack Snacks 6x20g,Roast Beef Flavour Baked Corn Snacks,crisps,492,2.2,59,3,1.73
Walkers Wotsits Giants Really Cheesy Sharing Snacks 130g,Really Cheesy Flavour Corn Puffs,crisps,549,3.6,55.2,6.8,1.83
Skips Prawn Cocktail 14x13.1g,Prawn Cocktail Flavour Tapioca Snack,crisps,543,3.1,57,6.5,2.2
Sainsbury's Salt  Potato Twirls 125g,Salt and Vinegar Flavour Potato Snacks,crisps,470,2.3,72.5,1,1.76
Cheetos Puffs Flamin' Hot Multipack Snacks 6x13g,Flamin' Hot Flavour Corn Puffs,crisps,534,2.5,60,4,1.93
Properchips Barbecue Lentil Chips 85g,Lentil chips with a barbecue seasoning.,crisps,469,2.9,63.6,4.5,2.55
Walkers Monster Munch Variety Multipack Snacks 12x20g,"4 x Pickled Onion Flavour Baked Corn Snack
4 x Roast Beef Flavour Baked Corn Snack
4 x Flamin' Hot Flavour Baked Corn Snack",crisps,492,2.1,60,3,1.55
Sainsbury's Prawn Cocktail Shells 85g,Prawn Cocktail Flavour Tapioca Snacks,crisps,539,2.7,56.8,6.3,1.99
Mister Free'd Tortilla Chips BBQ 135g,,crisps,1985,2.7,60,2.4,1.7
"Eat Real Hummus, Lentil, Quinoa Chips X5 116g","Chickpea-based snack with sour cream & chives flavour
Lentil-based snack
Quinoa-based snack with tomato & garlic flavour",crisps,449,1.2,68.4,2.2,2.6
Mister Free'd Cheezie Tortilla Chips Cheese 135g,Corn tortilla chips vegan cheese flavour,crisps,2003,2.5,67,1.4,1
Itsu Crispy Seaweed Thins Sea Salt 3x5g,Sea salt crispy seaweed thins,crisps,459,4.5,5.8,0.5,4.8
Sainsbury's Tortilla Chips Tangy Cheese 200g,Tangy cheese flavour maize snacks,crisps,492,2.2,60.7,2,1.28
Pringles Sour Cream & Onion Sharing Crisps 200g,Sour Cream and Onion Flavour Savoury Snack.,crisps,525,2.8,56,2.5,1.3
Pringles Salt & Vinegar Sharing Crisps 200g,Salt and Vinegar Flavour Savoury Snack.,crisps,514,2.7,56,2.3,1.9
Pringles Texas BBQ Sauce Flavour Sharing Crisps 200g,Texas Barbecue Sauce Flavour Savoury Snack.,crisps,520,2.7,57,4.5,1.2
Kellogg's Fruit Winders Strawberry Snack 5x17g,Strawberry & Pear Fruit Snack Roll,crisps,393,3.5,79,37,0.13
Walkers Quavers Salt & Vinegar Multipack Snacks x6 16g,Salt and Vinegar Flavour Potato Snack,crisps,522,2.5,63.7,0.4,2.4
Off the Eaten Path Sea Salt Bean Sticks 100g,"A mix of Pinto Bean, Green Pea, and White Bean Potato Sticks with Sea Salt Flavour.",crisps,441,1.8,58,2.2,2
Snack a Jacks Sour Cream & Chive Multipack Rice Cakes,Sour Cream & Chive Flavour Crispy Rice and Corn Snack,crisps,411,1.1,74.3,2.8,1.46
Walkers Wotsits Giants Flamin' Hot Sharing Snacks 130g,Flamin' Hot Flavour Baked Corn Snacks,crisps,532,2.7,58.1,3.8,1.73
Sainsbury's Cheese Puffs 125g,Cheese Flavour Maize Snacks,crisps,534,6,56.2,10.2,2
Sainsbury's Cheesy Curls 6x16g,"Cheese Flavour Potato, Wheat and Maize Snacks",crisps,522,3.3,61,3.6,2.16
Hula Hoops Variety  Pack 18x24g,"Barbecue Beef Flavour Potato Rings
Salt & Vinegar Flavour Potato Rings
Original Salted Potato Rings
Cheese & Onion Flavour Potato Rings",crisps,498,2.3,64,1,2.2
Eat Real Quinoa Chips Sour Cream & Chives Flavour 80g,Quinoa-based snack with sour cream & chives flavour.,crisps,473,1.9,61,2.3,2.1
Cheetos Puffs Cheese Multipack Snacks 6x13g,Cheese Flavour Corn Puffs,crisps,494,2.9,46.2,7.2,1.58
Harvest Snaps Sour Cream & Chive Crunchy Lentil Rings 6x17g,Baked Red Lentil Rings with a Sour Cream and Chive Flavour Seasoning,crisps,442,1,54.2,2,1.26
Sainsbury's Salted Popped Potato Chips 88g,Sea salt popped potato snack,crisps,395,1.1,73.2,0.5,1.5
Walkers Monster Munch Giants Pickled Onion 85g,Pickled Onion Flavour Baked Corn Snacks,crisps,509,2.1,62,4.4,1.57
Walkers Wotsits Crunchy Really Cheesy Snacks 140g,Really Cheesy Flavour Corn Puffs,crisps,552,4.8,56,5.8,1.3
Properchips Salt & Vinegar Lentil Chips 85g,Lentil chips seasoned with salt and apple cider vinegar.,crisps,464,2.9,62.4,2.1,2.83
Walkers Monster Munch Giants Roast Beef 85g,Roast Beef Flavour Baked Corn Snacks,crisps,505,2.1,61.6,3,1.58
Sainsbury's Tortilla Chips Chilli  200g,Chilli flavour maize snacks,crisps,485,1.8,64,2.7,1.3
Snack a Jacks Sweet Chilli Multipack Rice Cakes 5pk,Sweet Chilli Flavour Crispy Rice and Corn Snack,crisps,406,0.9,76.9,3.6,0.89
Sainsbury's Lion Snacks Lightly Salted 6x15g,Lightly salted potato and tapioca snacks,crisps,519,3,62.1,2.9,0.95
Manomasa Manchego & Green Olive Sharing Tortilla Chips 160g,Tortilla Chips with Green Olives and a Manchego Cheese Seasoning,crisps,499,3.4,51.8,4.6,1.2
Discos Variety Pack 6x25.5g,"Cheese & Onion Flavour Wheat Snack
Salt & Vinegar Flavour Wheat Snack
Prawn Cocktail Flavour Wheat Snack",crisps,527,5.5,63,2.1,1.3
Sch?r Gluten Free Curvies Original 170g,Gluten free original flavour potato snack. Specifically formulated for people intolerant to gluten.,crisps,495,1,61,5,1
Jacob's Mini Cheddars Sticks Rich & Tangy Cheddar Flavour 150g,Cheddar Cheese Biscuit Sticks with A Tangy Cheddar Cheese Flavour,crisps,462,4.3,62.2,2.2,2.2
Harvest Snaps Thai Sweet Chilli Crispy Lentil Puffs 6x18g,Baked Red Lentil Puffs with a Thai Sweet Chilli Flavour Seasoning,crisps,444,1.1,53.6,4.3,1.11
Walkers Oven Baked Prawn Cocktail Snacks 6x25g,6 x Prawn Cocktail Flavour Baked Potato Snack with Sugar and Sweetener,crisps,440,1.3,71.3,4.7,0.83
Manomasa Chipotle & Lime Sharing Tortilla Chips 160g,Tortilla Chips with Guajillo Chillies and a Smoky Chipotle Chilli and Lime Seasoning,crisps,502,2,55.9,1.9,1.1
Sainsbury's BBQ Popped Potato Chips 88g,BBQ popped potato snack,crisps,398,1.4,70.9,4.5,1.33
Kind Maple Pecan Almond Snack Bars Multipack 3x30g,"Mixed Nuts (82%) Bar with Pecans (28%), Almonds (27%) Peanuts (27%) and Maple Syrup (2%).",crisps,2486,4.8,24,10,0.29
Sensations Peking Spare Rib Oriental Crackers 110g,Peking Spare Rib Flavour Tapioca & Cassava Crackers,crisps,480,2.5,67,12,3.48
Walkers Wotsits Giants Prawn Cocktail Snacks 105g,Prawn Cocktail Flavour Baked Corn Puffs with Sugar and Sweetener,crisps,497,1.8,64.7,3.4,1.47
"Sainsbury's Beef & Caramelised Onion, Taste the Difference",Hand cooked ridge cut potato crisps with beef and caramelised onion flavour seasoning,crisps,515,3.4,53.6,2.6,1.25
Propercorn Salted Caramel Popcorn 90g,Caramelised popcorn with salted caramel seasoning.,crisps,484,2,61.8,31,1.35
Off the Eaten Path Sour Cream & Pepper Bean Sticks 100g,"A mix of Pinto Bean, Green Pea, and White Bean Potato Sticks with Sour Cream & Black Pepper Flavour",crisps,440,1.9,58,3,2.4
Walkers Wotsits Really Cheesy Multipack Snacks 22x16.5g,Really Cheesy Flavour Corn Puffs,crisps,494,2.9,46.2,7.2,1.58
Itsu Crispy Seaweed Thins Sweet Soy & Sea Salt 3x5g,Sweet soy & sea salt flavoured crispy seaweed thins,crisps,475,5.3,9.2,3.9,2.9
Walkers Sensations Garlic & Herb Sharing Naan Chips 150g,Garlic & Herb Flavour Baked Naan Chip,crisps,480,2.1,61,7.5,1.4
Jacob's Mini Cheddars Sticks Grilled Cheddar & Sizzling Steak Flavour 150g,Cheddar Cheese Biscuit Sticks with A Grilled Cheddar Cheese and Sizzling Steak Flavour,crisps,464,4.4,62.2,1.5,2.2
Hippeas Chickpea Puffs Sweet & Smokin 78g,Chickpea based puffs with sweet & smokin' flavour,crisps,388,0.3,12.2,0.7,0.2
Jacob's Mini Cheddars Crunchlets Rich & Tangy Cheddar Flavour 115g,Crunchy Mini Cheddars with a Tangy Cheese Flavour,crisps,453,4.3,59.8,3.9,2.2
Eat Real Veggie Straws Kale Tomato Spinach 5x20g,Vegetable flavoured potato-based snack,crisps,497,0.3,65.1,2,1.91
Tyrrells Salt & Cider Vinegar 6x25g,Sea salt & cider vinegar seasoned potato crisps,crisps,2042,2.8,56,1.7,1.8
"Sainsbury's Limited Summer Edition Chorizo Salsa Flavour, Taste the Difference 150g",Hand cooked ridge cut potato crisps with chorizo and tomato salsa flavour seasoning,crisps,509,3.3,53.9,0.6,1.18
Hippeas Chickpea Puffs Salt & Vinegar Vibes 78g,Chickpea based puffs with salt & vinegar flavour,crisps,419,1.4,55.4,3.6,1
Off The Eaten Path Thai Chilli & Lime Rice & Pea Chips 120g,Thai Chilli & Lime Flavour Rice & Pea Chip Snack,crisps,452,1.2,64.9,3.8,0.94
Manomasa Serrano Chilli & Yucatan Honey Sharing Tortilla Chips 160g,Tortilla Chips with Serrano Chillies and Yucatan Honey Seasoning,crisps,493,2.4,57.9,3.2,1
Mr Porky Hand Cooked Pork Scratchings 65g,Seasoned Pork Rind,crisps,653,18.8,0.4,0.2,3.1
Manomasa Green Lemon & Pink Peppercorn Sharing Tortilla Chips 160g,"Tortilla Chips with Green Adzuki Beans, Red Kidney Beans, Garbanzo Beans and a Green Lemon and Pink Peppercorn Seasoning",crisps,497,2.3,56.9,2.9,1.1
Off the Eaten Path Sea Salt Rice and Pea Chips 120g,Sea Salt Rice & Pea Chip Snack,crisps,452,1.5,61,1,1.1
Sainsbury's Baked Spiced Turmeric & Coconut Flatbread Chips 150g,"Wheat snacks with red lentils, coconut, turmeric and a spicy seasoning",crisps,449,1.5,61.8,2.4,1
Walkers Wotsits Crunchy Flamin' Hot Snacks 140g,Wotsit Crunchy Flamin' Hot Flavour Corn Puffs,crisps,546,4.2,56,3.3,1.5
Jacob's Mini Cheddars Crunchlets Cheddar & Caramelised Onion Flavour 115g,Crunchy Mini Cheddars with a Cheddar and Caramelised Onion Flavour,crisps,453,4.3,60.1,3.7,2.2
Sainsbury's Sea Salt & Rosemary Flatbread Chips 150g,"Wheat snacks with poppy seed, a rosemary and sea salt seasoning and parsley",crisps,466,1.3,65.4,2.3,1
"Sainsbury's Summer Edition Ham & Piccalilli Flavour, Taste the Difference 150g",Hand cooked potato crisps with ham and piccalilli flavour seasoning.,crisps,517,3.1,52.2,1.7,0.99
Sainsbury's Tortilla Chips Cool 200g,Cool flavour maize snacks,crisps,490,1.6,63.4,1.2,1.28
Harvest Snaps Sour Cream & Chive Crunchy Lentil Rings 100g,Baked Red Lentil Rings with a Sour Cream and Chive Flavour Seasoning,crisps,442,1,54.2,2,1.26
Sainsbury's Maple Bacon Pretzels 150g,Maple bacon flavour wheat and potato pretzel Knots,crisps,428,0.9,75,8.3,1.28
Doritos Stax Flaming Chicken Wings Flavour Corn Chips 170g,Flaming Chicken Wings Flavour Corn Chips,crisps,526,2.1,63,3.5,1.5
Peter's Yard West Country Sour Cream & Chive Sourdough Bites 90g,Sour Cream & Chive Seasoned Sourdough Crackers,crisps,1638,1.3,55,5.3,1.4
Kind Fruit & Nut Multipack 3x30g,"Mixed Nuts (65%) Bar with Almonds (33%), and Mixed Fruits (17%).",crisps,2217,3.9,36,20,0.02
Penn State Roasted Chilli Sharing Pretzels 165g,Roasted Chilli Flavour Wheat & Potato Pretzel Knots,crisps,422,0.9,74,7.9,0.93
Pringles Original Sharing Crisps 200g,Savoury Snack.,crisps,534,2.8,56,1.2,1.1
Pringles Salt & Vinegar Sharing Crisps 200g,Salt and Vinegar Flavour Savoury Snack.,crisps,514,2.7,56,2.3,1.9
Kellogg's Fruit Winders Strawberry Snack 5x17g,Strawberry & Pear Fruit Snack Roll,crisps,393,3.5,79,37,0.13
Kellogg's Fruit Winders Doubles Apple & Strawberry Rolls 5x17g,A delicious apple and strawberry fruit snack roll made with all natural colours and flavours,crisps,393,3.5,79,37,0.13
Koikeya Original Premium Japanese Potato Chips Wasabi Nori 100g,Potato chips with wasabi-nori seasoning,crisps,536,3,52,2,1
Harvest Snaps Thai Sweet Chilli Crispy Lentil Puffs 100g,Baked Red Lentil Puffs with a Thai Sweet Chilli Flavour Seasoning,crisps,444,1.1,53.6,4.3,1.11
Tropical Sun Cassava Chips Lightly Salted 80g,Lightly Salted Cassava Snack,crisps,2167,12,68,1.9,0.98
Pretzel Pete Honey Mustard & Onion Pieces 160g,Seasoned Pretzel Pieces with Honey Mustard & Onion Seasoning,crisps,481,1,64,8,0
Peter's Yard Suffolk Cyder Vinegar & Sea Salt Sourdough Bites 90g,Cyder Vinegar & Sea Salt Seasoned Sourdough Crackers,crisps,1594,1,56,4.5,2.6
"Sainsbury's Onion & Garlic, Be Good To Yourself 200g","A dip made with mayonnaise, reduced fat soured cream, onion and garlic.",crisps,169,2.5,7.2,3.2,0.83
Ella's Kitchen Organic Cheese and Tomato & Basil Mini Puffs Multipack Baby Snack 10 Months 4x8g,,crisps,1740,2.3,59.4,3.1,0.1
Tropical Sun Cassava Chips Chilli & Lime Flavour 80g,Sweetened Chilli and Lime Flavour Cassava Snack,crisps,510,10.4,66,3.6,0.69
Big Hoops Salted Grab Bag Crisps 45g,Salted Potato Rings,crisps,506,2.4,62,0.5,1.6
Sensations Thai Sweet Chilli Crisps 40g,Thai Sweet Chilli Flavour Potato Crisps,crisps,494,2.3,59,4,1.43
Big Hoops BBQ Beef Grab Bag Crisps 45g,Barbecue Beef Flavour Potato Rings,crisps,506,2.5,62,1,1.7
Walkers Quavers Cheese Crisp Snacks 34g,Cheese Flavour Potato Snack.,crisps,536,2.7,62.1,2.7,2.14
Nik Naks Nice'N'Spicy Grab Bag Crisps 45g,Nice 'N' Spicy Flavour Corn Snack,crisps,566,3.3,53,4.3,1.8
Walkers Max Flame Grilled Steak Crisps 50g,Sizzling Flame Grilled Steak Flavour Ridged Potato Crisps,crisps,533,2.7,51.6,3.7,1.2
Doritos Cool Grab Original Tortilla Chip Crisps 48g,Cool Original Flavour Corn Chips,crisps,498,3.5,58.1,2.7,1.48
Skips Prawn Cocktail Grab Bag Crisps 35g,Prawn Cocktail Flavour Tapioca Snack,crisps,543,3.1,57,6.5,2.2
Walkers Max Crisps Paprika 50g,Punchy Paprika Flavour Ridged Potato Crisps,crisps,530,2.7,51.2,3.7,1.63
McCoy's Thai Sweet Chicken Grab Bag Crisps 45g,Thai Sweet Chicken Flavour Potato Crisps,crisps,525,2.4,54,3.2,1.3
Walkers Wotsits Really Cheesy Crisp Snacks 36g,Really Cheesy Flavour Corn Puffs,crisps,494,2.9,46.2,7.2,1.58
Popchips Sour Cream & Onion Crisps 23g,Sour cream & onion flavour popped potato snacks,crisps,413,1.6,61,4.5,1.9
McCoy's Salt and Malt Vinegar Grab Bag Crisps 45g,Salt & Malt Vinegar Flavour Potato Crisps,crisps,529,2.5,54,1.9,2.1
Doritos Tangy Cheese Tortilla Chip Crisps 48g,Tangy Cheese Flavour Corn Chips,crisps,501,3.4,57.5,2.7,1.19
Jacob's Mini Cheddars Original Crisps 50g,Cheese Snack Biscuits,crisps,516,11.6,50.3,4.6,2.6
Popchips Sea Salt Potato Crisps 23g,Sea salt flavour popped potato snacks,crisps,410,1.3,62,2,2.1
Walkers Baked Cheese & Onion Crisps 37.5g,Cheese & Onion Flavour Baked Potato Snack,crisps,436,1.3,68.6,7.6,0.94
Walkers Max Cheese & Onion Crisps 50g,Chunky Cheese & Onion Flavour Ridged Potato Crisps,crisps,513,2.5,52.6,3.1,1.04
Tyrrells Mixed Root Vegetable Crisps 40g,Mixed root vegetable crisps with sea salt.,crisps,540,4,40.6,23.6,1.1
Walkers Baked Ready Salted Crisps 37.5g,Sea salt baked potato snack,crisps,436,1.2,69,5.8,1.18
Tyrrells Sweet Chilli & Red Pepper Crisps 40g,Sweet chilli & red pepper seasoned potato crisps.,crisps,503,3,53.1,4.5,1.1
Popchips Barbeque Potato Chip Crisps 23g,Barbeque flavour popped potato snacks,crisps,420,1.4,62,8.7,2.1
Kettle Chips Sea Salt & Balsamic Vinegar Crisps 40g,Hand Cooked Potato Chips with Sea Salt and "Aceto Balsamico Di Modena IGP".,crisps,2142,2.4,56.8,1.3,1.6
Stamford Street Food Company Houmous 200g,A dip made with chickpeas and tahini sesame seed paste,crisps,224,1.5,12.3,0.5,0.68
Walkers French Fries Ready Salted Multipack Snacks 6x18g,6 x Ready Salted Flavour Crispy Potato Snack,crisps,434,1.4,65,1.1,2.5
Snack A Jacks Caramel Rice Cakes 159g,Caramel Flavour Rice and Corn Cakes,crisps,392,0.4,87,28,0.5
Sainsbury's Cool Salsa Dip 300g,"Mild and tangy tomato dip with onions, green pepper and jalape?o pepper",crisps,33,0.1,6.3,3.9,0.74
Snack A Jacks Chocolate Chip Rice Cakes 180g,Wholegrain Rice and Corn Snack with Chocolate Flavour and Milk Chocolate Pieces,crisps,414,3.5,81,30,0.05
Sainsbury's Salted Pretzels 150g,Salted wheat pretzels,crisps,393,0.5,76.7,1.8,1.5
Penn State Sour Cream & Chives Sharing Pretzels 175g,Sour Cream & Chive Flavour Wheat & Potato Pretzel Knots,crisps,414,0.9,71,6.6,1.1
Walkers Squares Variety Multipack Snacks 6x22g,"Ready Salted Flavour Potato Snack
Cheese & Onion Flavour Potato Snack
Salt & Vinegar Flavour Potato Snack",crisps,443,1.5,61,3.5,2.2
Snack a Jacks Salt & Vinegar Rice Cakes 126g,Salt and Vinegar Flavour Rice and Corn Cakes,crisps,406,1,77,1.1,1.48
Sainsbury's Cheese Savouries 250g,Cheese flavour snack biscuits,crisps,531,12.1,50,2.9,1.73
