5,1e-06,0.5,0,0
10,5e-09,0.30000000000000004,0.23529411764705882,0.24
10,0.005,0.8,0.8668730650154799,0.9286898839137645
13,0.0001,0.6000000000000001,0.978328173374613,0.9873417721518988
10,5e-07,0.5,0.891640866873065,0.935064935064935
10,5e-08,0.5,0.8606811145510835,0.9251247920133111
14,0.0005,0.9,0.8637770897832817,0.9269102990033222
2,5e-08,0.1,0.4953560371517028,0.6353467561521253
14,5e-08,0.30000000000000004,0.2724458204334365,0.2857142857142857
2,1e-10,0.30000000000000004,0.8637770897832817,0.9269102990033222
4,0.001,0.7000000000000001,0.8668730650154799,0.9286898839137645
5,5e-07,0.4,0.5232198142414861,0.6280193236714976
12,5e-08,0.1,0.30030959752321984,0.3352941176470588
13,0.0001,0.5,0.9845201238390093,0.9910554561717353
14,5e-05,0.6000000000000001,0.9845201238390093,0.9910233393177738
14,1e-09,0.4,0.7863777089783281,0.8778761061946903
3,0.05,0.8,0.8668730650154799,0.9286898839137645
8,1e-07,0.9,0.6625386996904025,0.7858546168958742
6,5e-06,0.30000000000000004,0.9659442724458205,0.9799635701275046
12,0.001,0.8,0.8668730650154799,0.9286898839137645
8,5e-09,0.8,0.5356037151702786,0.6724890829694323
2,0.1,0.7000000000000001,0.8668730650154799,0.9286898839137645
6,5e-07,0.8,0.6377708978328174,0.7587628865979381
4,1e-06,0.2,0.8730650154798761,0.9216061185468452
11,0.001,0.2,0.8668730650154799,0.9286898839137645
